HOLE_ID,DEPTH,FROM,TO,LAYER,Ni,Fe,MgO,SiO2,,,HOLE_ID,,,,,,TRUE
ITB_D3,,26,27,BRK,0.49,7.09,37.1,40.05,,,,,,,,,
ITB_D3,,27,28,BRK,1.84,29.41,8.52,24.96,,,,,,,,,
ITB_D3,,28,29,BRK,1.15,21.6,14.06,33.27,,,,,,,,,
ITB_D3,,29,30,BRK,0.95,11.01,20.87,39.89,,,,,,,,,
ITB_D3,,30,31,BRK,0.68,15.48,14.24,29.73,,,,,,,,,
ITB_D3,,31,32,BRK,0.87,15.5,15.26,36.16,,,,,,,,,
ITB_D3,,32,33,BRK,1.83,26.48,9.01,30.01,,,,,,,,,
ITB_D3,,33,34,BRK,1.73,19.93,13.16,37.36,,,,,,,,,
ITB_D3,,34,34.6,BRK,0.38,7.08,37.06,36.84,,,,,,,,,
ITB_D3,,34.6,35,BRK,1.07,15.44,18.26,34.9,,,,,,,,,
ITB_D3,,35,36,BRK,0.43,6.42,34.59,44.82,,,,,,,,,
ITB_D3,,36,37,BRK,0.4,6.16,37.22,41.49,,,,,,,,,
ITB_D4,34.4,0,1,LIM,0.75,38.9,3.55,6.69,,,ITB_D4,,,,,,
ITB_D4,,1,2,LIM,0.68,38.58,4.11,7.04,,,,,,,,,
ITB_D4,,2,3,LIM,0.85,37.76,4.72,7.37,,,,,,,,,
ITB_D4,,3,4,LIM,1.16,37.94,4.25,7.49,,,,,,,,,
ITB_D4,,4,5,LIM,0.95,39.01,3.72,7.05,,,,,,,,,
ITB_D4,,5,6,LIM,1.22,37.93,3.62,7.06,,,,,,,,,
ITB_D4,,6,7,LIM,1.39,38.2,3.69,7.35,,,,,,,,,
ITB_D4,,7,8,LIM,1.49,36.1,3.32,7.16,,,,,,,,,
ITB_D4,,8,9,LIM,1.22,36.35,3.61,7.16,,,,,,,,,
ITB_D4,,9,10,LIM,1.16,35.47,4.01,9.24,,,,,,,,,
ITB_D4,,10,11,LIM,1.04,29.38,4.11,15.02,,,,,,,,,
ITB_D4,,11,12,LIM,0.92,35.59,3.79,9.01,,,,,,,,,
ITB_D4,,12,13,LIM,1.24,30.95,3.73,12.74,,,,,,,,,
ITB_D4,,13,14,LIM,1.37,34.41,4.18,9.97,,,,,,,,,
ITB_D4,,14,15,LIM,1.13,23.29,9.93,18.48,,,,,,,,,
ITB_D4,,15,16,SAP,1.61,28.36,5.81,16.31,,,,,,,,,
ITB_D4,,16,16.5,SAP,1.72,30.17,5.14,12.93,,,,,,,,,
ITB_D4,,16.5,17,SAP,0.34,4.04,28.64,25.38,,,,,,,,,
ITB_D4,,17,17.4,SAP,0.29,3.53,29.31,24.9,,,,,,,,,
ITB_D4,,17.4,18,SAP,2.34,28.76,7.85,16.1,,,,,,,,,
ITB_D4,,18,18.7,SAP,2.3,28,9.43,17.84,,,,,,,,,
ITB_D4,,18.7,19,SAP,1.26,4.73,28.67,25.38,,,,,,,,,
ITB_D4,,19,19.6,SAP,0.98,3.06,33.46,26.64,,,,,,,,,
ITB_D4,,19.6,20,SAP,1.64,20.4,11.44,18.49,,,,,,,,,
ITB_D4,,20,20.7,SAP,0.22,2.97,33.82,26.52,,,,,,,,,
ITB_D4,,20.7,21,SAP,1.07,21.04,15.3,17.6,,,,,,,,,
ITB_D4,,21,22,SAP,1.49,31.76,5.26,12.51,,,,,,,,,
ITB_D4,,22,22.6,SAP,0.48,5.96,24.77,23.98,,,,,,,,,
ITB_D4,,22.6,23,SAP,1.08,18.2,10.48,18.32,,,,,,,,,
ITB_D4,,23,24,SAP,1.94,27.8,6.95,15.07,,,,,,,,,
ITB_D4,,24,25,SAP,2.23,23.23,8.57,18.65,,,,,,,,,
ITB_D4,,25,25.65,SAP,2.41,22.18,8.78,18.93,,,,,,,,,
ITB_D4,,25.65,25.9,BRK,0.37,4.89,28.53,24.91,,,,,,,,,
ITB_D4,,25.9,26,BRK,2.19,27.25,8.68,16.3,,,,,,,,,
ITB_D4,,26,26.8,BRK,1.89,20.14,11.01,19.52,,,,,,,,,
ITB_D4,,26.8,27,BRK,0.74,4.94,26.69,27.92,,,,,,,,,
ITB_D4,,27,28,BRK,1.9,20.04,11.69,19.25,,,,,,,,,
ITB_D4,,28,28.35,BRK,0.36,4.47,31.21,26.46,,,,,,,,,
ITB_D4,,28.35,29,BRK,2.17,20.09,12.61,21.24,,,,,,,,,
ITB_D4,,29,30,BRK,0.29,3.64,30.17,25.73,,,,,,,,,
ITB_D4,,30,31,BRK,0.28,3.12,31.97,25.89,,,,,,,,,
ITB_D4,,31,31.2,BRK,0.26,3.44,31.06,24.74,,,,,,,,,
ITB_D4,,31.2,32,BRK,1.47,19.07,12.67,21.01,,,,,,,,,
ITB_D4,,32,33,BRK,1.17,13.96,15.81,22.78,,,,,,,,,
ITB_D4,,33,33.25,BRK,1.61,21.53,11.46,18.06,,,,,,,,,
ITB_D4,,33.25,34,BRK,0.28,2.76,28.51,25.04,,,,,,,,,
ITB_D4,,34,34.4,BRK,0.21,2.82,32.46,25.32,,,,,,,,,
ITB_E7,31,0,1,LIM,0.92,45.07,0.98,1.38,,,ITB_E7,,,,,,
ITB_E7,,1,2,LIM,0.8,43.34,0.74,1.13,,,,,,,,,
ITB_E7,,2,3,LIM,1.05,44.06,0.92,1.29,,,,,,,,,
ITB_E7,,3,4,LIM,1.07,44.16,0.71,1.37,,,,,,,,,
ITB_E7,,4,5,LIM,1.11,43.67,1.37,1.95,,,,,,,,,
ITB_E7,,5,6,LIM,1.4,42.69,0.71,1.39,,,,,,,,,
ITB_E7,,6,7,LIM,0.92,43.11,1.75,2.25,,,,,,,,,
ITB_E7,,7,8,LIM,1.12,45.1,1.4,2.27,,,,,,,,,
ITB_E7,,8,9,LIM,1.4,41.26,0.94,5.14,,,,,,,,,
ITB_E7,,9,10,LIM,1.17,43.55,1.5,4.3,,,,,,,,,
ITB_E7,,10,10.2,LIM,1.06,32.01,4.82,7.57,,,,,,,,,
ITB_E7,,10.2,10.5,LIM,0.22,6.82,24.81,23.77,,,,,,,,,
ITB_E7,,10.5,11,LIM,0.96,24.59,5.23,26.35,,,,,,,,,
ITB_E7,,11,12,LIM,1.3,29.84,4.8,15.32,,,,,,,,,
ITB_E7,,12,13,SAP,1.51,28.63,5.2,16.61,,,,,,,,,
ITB_E7,,13,13.85,SAP,2,28.14,9.09,28.73,,,,,,,,,
ITB_E7,,13.85,14,SAP,2,28.14,9.09,28.73,,,,,,,,,
ITB_E7,,14,14.1,SAP,1.61,32.53,8.84,18.92,,,,,,,,,
ITB_E7,,14.1,15,SAP,1.61,32.53,8.84,18.92,,,,,,,,,
ITB_E7,,15,15.2,SAP,1.49,21.21,17.34,30.74,,,,,,,,,
ITB_E7,,15.2,16,BRK,0.23,6.02,25.86,26.58,,,,,,,,,
ITB_E7,,16,17,BRK,0.22,6.43,24.47,23.7,,,,,,,,,
ITB_E7,,17,17.35,BRK,0.28,6.55,28.06,30.1,,,,,,,,,
ITB_E7,,17.35,17.85,BRK,1.77,27.07,11.65,25.78,,,,,,,,,
ITB_E7,,17.85,18,BRK,0.21,5.92,26.08,24.97,,,,,,,,,
ITB_E7,,18,19,BRK,0.21,5.92,26.08,24.97,,,,,,,,,
ITB_E7,,19,20,BRK,0.5,5.79,35.77,39.26,,,,,,,,,
ITB_E7,,20,20.7,BRK,0.2,5.92,26.14,25.77,,,,,,,,,
ITB_E7,,20.7,21,BRK,1.89,27.49,9.75,26.29,,,,,,,,,
ITB_E7,,21,21.5,BRK,1.47,22.72,23.2,25.44,,,,,,,,,
ITB_E7,,21.5,22,BRK,0.2,5.94,24.89,23.45,,,,,,,,,
ITB_E7,,22,22.15,BRK,1.85,19.99,18.31,32.31,,,,,,,,,
ITB_E7,,22.15,22.55,BRK,1.85,19.99,18.31,32.31,,,,,,,,,
ITB_E7,,22.55,22.65,BRK,1.85,19.99,18.31,32.31,,,,,,,,,
ITB_E7,,22.65,23,BRK,1.85,19.99,18.31,32.31,,,,,,,,,
ITB_E7,,23,24,BRK,0.23,6.19,29.29,29.17,,,,,,,,,
ITB_E7,,24,25,BRK,0.3,6.1,36.44,38.32,,,,,,,,,
ITB_E7,,25,26,BRK,2.18,22.33,13.84,31.5,,,,,,,,,
ITB_E7,,26,27,BRK,1.84,22.23,13.68,31.53,,,,,,,,,
ITB_E7,,27,28,BRK,1.74,18.58,16.45,35.48,,,,,,,,,
ITB_E7,,28,28.15,BRK,0.9,44.2,28.58,45.89,,,,,,,,,
ITB_E7,,28.15,29,BRK,0.9,44.2,28.58,45.89,,,,,,,,,
ITB_E7,,29,30,BRK,0,0,0,0,,,,,,,,,
ITB_E7,,30,31,BRK,0,0,0,0,,,,,,,,,
ITB_F2,31.5,0,1,LIM,1.19,43.5,0.45,7.81,,,ITB_F2,,,,,,
ITB_F2,,1,2,LIM,1.16,44.49,3.28,8.73,,,,,,,,,
ITB_F2,,2,3,LIM,1.25,43.07,2.15,7.96,,,,,,,,,
ITB_F2,,3,4,LIM,0.61,32.85,7.46,12.94,,,,,,,,,
ITB_F2,,4,5,LIM,1.51,41.05,0.79,10.61,,,,,,,,,
ITB_F2,,5,6,LIM,1.55,42.68,1.05,9.37,,,,,,,,,
ITB_F2,,6,7,LIM,1.09,33.06,3.48,25.77,,,,,,,,,
ITB_F2,,7,8,LIM,0.84,28.13,13.91,25.68,,,,,,,,,
ITB_F2,,8,9,LIM,0.81,36.45,4.67,14.27,,,,,,,,,
ITB_F2,,9,10,LIM,0.68,23.22,17.81,27.35,,,,,,,,,
ITB_F2,,10,11,LIM,1.9,36.26,5.83,18.31,,,,,,,,,
ITB_F2,,11,12,LIM,1.43,36.34,3.75,15.61,,,,,,,,,
ITB_F2,,12,13,LIM,0.97,3.88,46.09,35.64,,,,,,,,,
ITB_F2,,13,14,LIM,0.19,4.38,45.54,34.13,,,,,,,,,
ITB_F2,,14,14.4,LIM,1.29,4.44,44.5,36.2,,,,,,,,,
ITB_F2,,14.4,15,SAP,2.26,35.84,1.98,16.61,,,,,,,,,
ITB_F2,,15,15.35,SAP,1.51,24.56,8.23,22.2,,,,,,,,,
ITB_F2,,15.35,16,SAP,0.29,5.66,40.82,33.94,,,,,,,,,
ITB_F2,,16,17,SAP,0.18,3.67,45.74,37.02,,,,,,,,,
ITB_F2,,17,18,SAP,0.19,4.07,46.81,36.18,,,,,,,,,
ITB_F2,,18,19,SAP,0.23,4.05,48.35,38,,,,,,,,,
ITB_F2,,19,19.6,SAP,2.05,32.82,2.57,18.73,,,,,,,,,
ITB_F2,,19.6,20,SAP,0.32,5.46,36.66,34.1,,,,,,,,,
ITB_F2,,20,21,SAP,0.22,4.14,43.05,36.32,,,,,,,,,
ITB_F2,,21,22,SAP,1.63,17.21,19.43,29.96,,,,,,,,,
ITB_F2,,22,23,SAP,2.16,25.14,11.61,27.6,,,,,,,,,
ITB_F2,,23,24,SAP,1.62,19.98,12.67,29.36,,,,,,,,,
ITB_F2,,24,25,SAP,2.17,28.89,5.71,22.4,,,,,,,,,
ITB_F2,,25,26,SAP,2.28,34.34,4.21,19.9,,,,,,,,,
ITB_F2,,26,27,SAP,1.52,22.36,13.31,27.96,,,,,,,,,
ITB_F2,,27,27.4,BRK,0.84,7.44,33.21,34.89,,,,,,,,,
ITB_F2,,27.4,28,BRK,1.3,15.92,20.08,31.94,,,,,,,,,
ITB_F2,,28,28.3,BRK,1.78,21.16,11.37,29.41,,,,,,,,,
ITB_F2,,28.3,29,BRK,0.2,4.02,45.85,37.43,,,,,,,,,
ITB_F2,,29,30,BRK,0.2,4.36,48.94,36.34,,,,,,,,,
ITB_F2,,30,31,BRK,0.22,4.27,46.03,37.54,,,,,,,,,
ITB_F2,,31,31.5,BRK,0.58,5.42,42.75,39.69,,,,,,,,,
ITB_F2D,31.5,0,1,LIM,1.19,43.5,0.45,7.81,,,ITB_F2D,,,,,,
ITB_F2D,,1,2,LIM,1.16,44.49,3.28,8.73,,,,,,,,,
ITB_F2D,,2,3,LIM,1.25,43.07,2.15,7.96,,,,,,,,,
ITB_F2D,,3,4,LIM,0.61,32.85,7.46,12.94,,,,,,,,,
ITB_F2D,,4,5,LIM,1.51,41.05,0.79,10.61,,,,,,,,,
ITB_F2D,,5,6,LIM,1.55,42.68,1.05,9.37,,,,,,,,,
ITB_F2D,,6,7,LIM,1.09,33.06,3.48,25.77,,,,,,,,,
ITB_F2D,,7,8,LIM,0.84,28.13,13.91,25.68,,,,,,,,,
ITB_F2D,,8,9,LIM,0.81,36.45,4.67,14.27,,,,,,,,,
ITB_F2D,,9,10,LIM,0.68,23.22,17.81,27.35,,,,,,,,,
ITB_F2D,,10,11,LIM,1.9,36.26,5.83,18.31,,,,,,,,,
ITB_F2D,,11,12,LIM,1.43,36.34,3.75,15.61,,,,,,,,,
ITB_F2D,,12,13,LIM,0.17,3.88,46.09,35.64,,,,,,,,,
ITB_F2D,,13,14,LIM,0.19,4.38,45.54,34.13,,,,,,,,,
ITB_F2D,,14,14.4,LIM,0.29,4.44,44.5,36.2,,,,,,,,,
ITB_F2D,,14.4,15,LIM,2.26,35.84,1.98,16.61,,,,,,,,,
ITB_F2D,,15,15.35,LIM,1.51,24.56,8.23,22.2,,,,,,,,,
ITB_F2D,,15.35,16,LIM,0.29,5.66,40.82,33.94,,,,,,,,,
ITB_F2D,,16,17,LIM,0.18,3.67,45.74,37.02,,,,,,,,,
ITB_F2D,,17,18,LIM,0.19,4.07,46.81,36.18,,,,,,,,,
ITB_F2D,,18,19,LIM,0.23,4.05,48.35,38,,,,,,,,,
ITB_F2D,,19,19.6,LIM,2.05,32.82,2.57,18.73,,,,,,,,,
ITB_F2D,,19.6,20,LIM,0.32,5.46,36.66,34.1,,,,,,,,,
ITB_F2D,,20,21,LIM,0.22,4.14,43.05,36.32,,,,,,,,,
ITB_F2D,,21,22,SAP,1.63,17.21,19.43,29.96,,,,,,,,,
ITB_F2D,,22,23,SAP,2.16,25.14,11.61,27.6,,,,,,,,,
ITB_F2D,,23,24,SAP,1.62,19.98,12.67,29.36,,,,,,,,,
ITB_F2D,,24,25,SAP,2.17,28.89,5.71,22.4,,,,,,,,,
ITB_F2D,,25,26,SAP,2.28,34.34,4.21,19.9,,,,,,,,,
ITB_F2D,,26,27,SAP,1.52,22.36,13.31,27.96,,,,,,,,,
ITB_F2D,,27,27.4,BRK,0.84,7.44,33.21,34.89,,,,,,,,,
ITB_F2D,,27.4,28,BRK,1.3,15.92,20.08,31.94,,,,,,,,,
ITB_F2D,,28,28.3,BRK,1.78,21.16,11.37,29.41,,,,,,,,,
ITB_F2D,,28.3,29,BRK,0.2,4.02,45.85,37.43,,,,,,,,,
ITB_F2D,,29,30,BRK,0.2,4.36,48.94,36.34,,,,,,,,,
ITB_F2D,,30,31,BRK,0.22,4.27,46.03,37.54,,,,,,,,,
ITB_F2D,,31,31.5,BRK,0.58,5.42,42.75,39.69,,,,,,,,,
ITB_F3,37,0,1,LIM,0.9,43.66,0.61,1.32,,,ITB_F3,,,,,,
ITB_F3,,1,2,LIM,0.92,44.51,0.59,1.17,,,,,,,,,
ITB_F3,,2,3,LIM,0.82,42.83,0.4,0.75,,,,,,,,,
ITB_F3,,3,4,LIM,1.16,44.58,0.51,0.99,,,,,,,,,
ITB_F3,,4,5,LIM,1.12,42.82,0.45,1.1,,,,,,,,,
ITB_F3,,5,6,LIM,1.34,41.64,0.46,1.01,,,,,,,,,
ITB_F3,,6,7,LIM,1.16,43.39,1.2,2.19,,,,,,,,,
ITB_F3,,7,8,LIM,1.58,38.5,1.02,6.12,,,,,,,,,
ITB_F3,,8,9,LIM,1.26,42.85,0.43,2.49,,,,,,,,,
ITB_F3,,9,10,LIM,0.64,36.72,0.94,4.69,,,,,,,,,
ITB_F3,,10,10.15,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_F3,,10.15,11,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_F3,,11,12,SAP,1.89,36.47,0.97,7.06,,,,,,,,,
ITB_F3,,12,13,SAP,1.6,29.23,2.11,11.09,,,,,,,,,
ITB_F3,,13,14,SAP,1.44,27.42,3.95,12.89,,,,,,,,,
ITB_F3,,14,15,SAP,1.8,26.9,3.03,12.13,,,,,,,,,
ITB_F3,,15,16,SAP,2.01,33.58,1.49,10.32,,,,,,,,,
ITB_F3,,16,16.55,SAP,2.12,35.96,0.95,9.32,,,,,,,,,
ITB_F3,,16.55,17,SAP,1.77,6.51,20.12,20.94,,,,,,,,,
ITB_F3,,17,18,SAP,2.23,6.47,21.3,21.91,,,,,,,,,
ITB_F3,,18,18.15,SAP,0.79,15.21,8.91,14.12,,,,,,,,,
ITB_F3,,18.15,18.8,SAP,0.69,15.21,8.91,14.12,,,,,,,,,
ITB_F3,,18.8,19,BRK,0.23,6.39,20.33,20.82,,,,,,,,,
ITB_F3,,19,20,BRK,0.22,6.34,21.3,21.46,,,,,,,,,
ITB_F3,,20,21,BRK,0.22,6.2,19.86,20.11,,,,,,,,,
ITB_F3,,21,21.4,BRK,0.33,6.44,19.83,21.17,,,,,,,,,
ITB_F3,,21.4,22,BRK,0.27,22.9,4.42,15.28,,,,,,,,,
ITB_F3,,22,23,BRK,0.69,29.64,2.45,12.26,,,,,,,,,
ITB_F3,,23,24,BRK,2.82,32.57,1.31,11.73,,,,,,,,,
ITB_F3,,24,24.9,BRK,2.57,28.79,2.94,13.65,,,,,,,,,
ITB_F3,,24.9,25,BRK,2.57,28.79,2.94,13.65,,,,,,,,,
ITB_F3,,25,25.45,BRK,0.25,6.62,21.89,22.59,,,,,,,,,
ITB_F3,,25.45,26,BRK,2.37,32.28,1.45,10.91,,,,,,,,,
ITB_F3,,26,27,BRK,2.26,20.75,6.35,16.47,,,,,,,,,
ITB_F3,,27,27.45,BRK,1.86,21.36,6.78,16.25,,,,,,,,,
ITB_F3,,27.45,28,BRK,0.28,6.68,21.4,22.01,,,,,,,,,
ITB_F3,,28,29,BRK,0.25,6.5,19.6,19.78,,,,,,,,,
ITB_F3,,29,29.4,BRK,0.24,6.68,21.56,22.56,,,,,,,,,
ITB_F3,,29.4,30,BRK,2.4,17.02,8.54,20.63,,,,,,,,,
ITB_F3,,30,31,BRK,1.88,25.37,3.64,14.39,,,,,,,,,
ITB_F3,,31,32,BRK,2.4,23.11,4.9,17.03,,,,,,,,,
ITB_F3,,32,32.25,BRK,0.38,7.27,16.76,20.04,,,,,,,,,
ITB_F3,,32.25,33,BRK,0.38,7.27,16.76,20.04,,,,,,,,,
ITB_F3,,33,33.35,BRK,0.38,7.4,20.49,23.64,,,,,,,,,
ITB_F3,,33.35,34,BRK,2.1,21.14,5.4,16.23,,,,,,,,,
ITB_F3,,34,35,BRK,0.22,6.31,21.65,22.55,,,,,,,,,
ITB_F3,,35,36,BRK,0.24,6.47,21.35,23.07,,,,,,,,,
ITB_F3,,36,37,BRK,0.26,6.7,18.32,21.9,,,,,,,,,
ITB_F3D,37,0,1,LIM,0.9,43.66,0.61,1.32,,,ITB_F3D,,,,,,
ITB_F3D,,1,2,LIM,0.92,44.51,0.59,1.17,,,,,,,,,
ITB_F3D,,2,3,LIM,0.82,42.83,0.4,0.75,,,,,,,,,
ITB_F3D,,3,4,LIM,1.16,44.58,0.51,0.99,,,,,,,,,
ITB_F3D,,4,5,LIM,1.12,42.82,0.45,1.1,,,,,,,,,
ITB_F3D,,5,6,LIM,1.34,41.64,0.46,1.01,,,,,,,,,
ITB_F3D,,6,7,LIM,1.16,43.39,1.2,2.19,,,,,,,,,
ITB_F3D,,7,8,LIM,1.58,38.5,1.02,6.12,,,,,,,,,
ITB_F3D,,8,9,LIM,1.26,42.85,0.43,2.49,,,,,,,,,
ITB_F3D,,9,10,LIM,0.64,36.72,0.94,4.69,,,,,,,,,
ITB_F3D,,10,10.15,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_F3D,,10.15,11,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_F3D,,11,12,SAP,1.89,36.47,0.97,7.06,,,,,,,,,
ITB_F3D,,12,13,SAP,1.6,29.23,2.11,11.09,,,,,,,,,
ITB_F3D,,13,14,SAP,1.44,27.42,3.95,12.89,,,,,,,,,
ITB_F3D,,14,15,SAP,1.8,26.9,3.03,12.13,,,,,,,,,
ITB_F3D,,15,16,SAP,2.01,33.58,1.49,10.32,,,,,,,,,
ITB_F3D,,16,16.55,SAP,2.12,35.96,0.95,9.32,,,,,,,,,
ITB_F3D,,16.55,17,BRK,0.26,6.51,20.12,20.94,,,,,,,,,
ITB_F3D,,17,18,BRK,0.26,6.47,21.3,21.91,,,,,,,,,
ITB_F3D,,18,18.15,BRK,0.69,15.21,8.91,14.12,,,,,,,,,
ITB_F3D,,18.15,18.8,BRK,0.69,15.21,8.91,14.12,,,,,,,,,
ITB_F3D,,18.8,19,BRK,0.23,6.39,20.33,20.82,,,,,,,,,
ITB_F3D,,19,20,BRK,0.22,6.34,21.3,21.46,,,,,,,,,
ITB_F3D,,20,21,BRK,0.22,6.2,19.86,20.11,,,,,,,,,
ITB_F3D,,21,21.4,BRK,0.33,6.44,19.83,21.17,,,,,,,,,
ITB_F3D,,21.4,22,BRK,1.77,22.9,4.42,15.28,,,,,,,,,
ITB_F3D,,22,23,BRK,2.23,29.64,2.45,12.26,,,,,,,,,
ITB_F3D,,23,24,BRK,2.82,32.57,1.31,11.73,,,,,,,,,
ITB_F3D,,24,24.9,BRK,2.57,28.79,2.94,13.65,,,,,,,,,
ITB_F3D,,24.9,25,BRK,2.57,28.79,2.94,13.65,,,,,,,,,
ITB_F3D,,25,25.45,BRK,0.25,6.62,21.89,22.59,,,,,,,,,
ITB_F3D,,25.45,26,BRK,2.37,32.28,1.45,10.91,,,,,,,,,
ITB_F3D,,26,27,BRK,2.26,20.75,6.35,16.47,,,,,,,,,
ITB_F3D,,27,27.45,BRK,1.86,21.36,6.78,16.25,,,,,,,,,
ITB_F3D,,27.45,28,BRK,0.28,6.68,21.4,22.01,,,,,,,,,
ITB_F3D,,28,29,BRK,0.25,6.5,19.6,19.78,,,,,,,,,
ITB_F3D,,29,29.4,BRK,0.24,6.68,21.56,22.56,,,,,,,,,
ITB_F3D,,29.4,30,BRK,2.4,17.02,8.54,20.63,,,,,,,,,
ITB_F3D,,30,31,BRK,1.88,25.37,3.64,14.39,,,,,,,,,
ITB_F3D,,31,32,BRK,2.4,23.11,4.9,17.03,,,,,,,,,
ITB_F3D,,32,32.25,BRK,0.38,7.27,16.76,20.04,,,,,,,,,
ITB_F3D,,32.25,33,BRK,0.38,7.27,16.76,20.04,,,,,,,,,
ITB_F3D,,33,33.35,BRK,0.38,7.4,20.49,23.64,,,,,,,,,
ITB_F3D,,33.35,34,BRK,2.1,21.14,5.4,16.23,,,,,,,,,
ITB_F3D,,34,35,BRK,0.22,6.31,21.65,22.55,,,,,,,,,
ITB_F3D,,35,36,BRK,0.24,6.47,21.35,23.07,,,,,,,,,
ITB_F3D,,36,37,BRK,0.26,6.7,18.32,21.9,,,,,,,,,
ITB_F10,35,0,1,LIM,1.06,38.48,5.78,11.13,,,ITB_F10,,,,,,
ITB_F10,,1,2,LIM,1.36,15.66,19.27,39.09,,,,,,,,,
ITB_F10,,2,3,LIM,1.39,43.92,3.16,5.76,,,,,,,,,
ITB_F10,,3,4,LIM,1.5,43.24,3.21,5.8,,,,,,,,,
ITB_F10,,4,5,LIM,1.32,41.43,3.59,8.69,,,,,,,,,
ITB_F10,,5,6,LIM,1.47,39.87,3.55,9.52,,,,,,,,,
ITB_F10,,6,7,LIM,1.25,43.85,3.15,5.71,,,,,,,,,
ITB_F10,,7,8,LIM,1.58,39.41,2.81,10.4,,,,,,,,,
ITB_F10,,8,9,LIM,1.35,27.71,8.07,27.59,,,,,,,,,
ITB_F10,,9,10,LIM,1.48,31.31,8.39,19.1,,,,,,,,,
ITB_F10,,10,11,LIM,1.28,29.98,7.29,25.54,,,,,,,,,
ITB_F10,,11,12,SAP,1.01,28.54,8.85,26.56,,,,,,,,,
ITB_F10,,12,13,SAP,0.78,14.63,10.06,54.68,,,,,,,,,
ITB_F10,,13,14,SAP,0.93,11.78,15.37,50.9,,,,,,,,,
ITB_F10,,14,15,SAP,0.63,7.3,32.18,43.43,,,,,,,,,
ITB_F10,,15,16,SAP,1.29,10.57,25.65,44.65,,,,,,,,,
ITB_F10,,16,17,SAP,1.46,18.81,15.52,39.45,,,,,,,,,
ITB_F10,,17,18,SAP,1.44,7.18,35.43,38.83,,,,,,,,,
ITB_F10,,18,19,SAP,0.38,6.14,34.49,38.29,,,,,,,,,
ITB_F10,,19,20,SAP,2.03,29.77,8.33,26.73,,,,,,,,,
ITB_F10,,20,21,SAP,1.78,24.91,12.2,29.74,,,,,,,,,
ITB_F10,,21,22,SAP,1.57,26.4,9.79,30.48,,,,,,,,,
ITB_F10,,22,23,SAP,1.23,26.37,10.72,27.46,,,,,,,,,
ITB_F10,,23,24,SAP,1.67,22.47,14.05,31.99,,,,,,,,,
ITB_F10,,24,24.5,SAP,1.74,18.42,17.43,35.14,,,,,,,,,
ITB_F10,,24.5,25,BRK,0.55,7.33,34.15,42.66,,,,,,,,,
ITB_F10,,25,26,BRK,2.08,29.1,9.8,24.45,,,,,,,,,
ITB_F10,,26,27,BRK,0.46,6.39,35.65,43.46,,,,,,,,,
ITB_F10,,27,28,BRK,0.43,7.52,34.32,40.47,,,,,,,,,
ITB_F10,,28,29,BRK,1.61,42.08,2.38,8.25,,,,,,,,,
ITB_F10,,29,29.5,BRK,1.3,19.68,15.75,37.69,,,,,,,,,
ITB_F10,,29.5,30,BRK,0.45,6.92,36.11,41.36,,,,,,,,,
ITB_F10,,30,31,BRK,0.64,8.39,33.22,40.32,,,,,,,,,
ITB_F10,,31,32,BRK,0.4,6.91,36,40.82,,,,,,,,,
ITB_F10,,32,33,BRK,0.79,9.99,29.11,42.06,,,,,,,,,
ITB_F10,,33,34,BRK,0.73,8.7,30.87,42.91,,,,,,,,,
ITB_F10,,34,35,BRK,0.43,7.11,35.94,42.23,,,,,,,,,
ITB_F10D,35,0,1,LIM,1.06,38.48,5.78,11.13,,,ITB_F10D,,,,,,
ITB_F10D,,1,2,LIM,1.36,15.66,19.27,39.09,,,,,,,,,
ITB_F10D,,2,3,LIM,1.39,43.92,3.16,5.76,,,,,,,,,
ITB_F10D,,3,4,LIM,1.43,43.24,3.21,5.8,,,,,,,,,
ITB_F10D,,4,5,LIM,1.32,41.43,3.59,8.69,,,,,,,,,
ITB_F10D,,5,6,LIM,1.27,39.87,3.55,9.52,,,,,,,,,
ITB_F10D,,6,7,LIM,1.25,43.85,3.15,5.71,,,,,,,,,
ITB_F10D,,7,8,LIM,1.18,39.41,2.81,10.4,,,,,,,,,
ITB_F10D,,8,9,LIM,0.95,27.71,8.07,27.59,,,,,,,,,
ITB_F10D,,9,10,LIM,1.18,31.31,8.39,19.1,,,,,,,,,
ITB_F10D,,10,11,LIM,1.38,29.98,7.29,25.54,,,,,,,,,
ITB_F10D,,11,12,LIM,1.41,28.54,8.85,26.56,,,,,,,,,
ITB_F10D,,12,13,LIM,1.28,14.63,10.06,54.68,,,,,,,,,
ITB_F10D,,13,14,LIM,0.83,11.78,15.37,50.9,,,,,,,,,
ITB_F10D,,14,15,SAP,0.63,7.3,32.18,43.43,,,,,,,,,
ITB_F10D,,15,16,SAP,1.29,10.57,25.65,44.65,,,,,,,,,
ITB_F10D,,16,17,SAP,1.46,18.81,15.52,39.45,,,,,,,,,
ITB_F10D,,17,18,SAP,1.24,7.18,35.43,38.83,,,,,,,,,
ITB_F10D,,18,19,SAP,1.28,6.14,34.49,38.29,,,,,,,,,
ITB_F10D,,19,20,SAP,2.03,29.77,8.33,26.73,,,,,,,,,
